Date,Adj Close
2016-12-16,51.900001525878906
2016-12-19,52.119998931884766
2016-12-20,52.22999954223633
2016-12-21,52.4900016784668
2016-12-22,52.95000076293945
2016-12-23,53.02000045776367
2016-12-27,53.900001525878906
2016-12-28,54.060001373291016
2016-12-29,53.77000045776367
2016-12-30,53.720001220703125
2017-01-03,52.33000183105469
2017-01-04,53.2599983215332
2017-01-05,53.7599983215332
2017-01-06,53.9900016784668
2017-01-09,51.959999084472656
2017-01-10,50.81999969482422
2017-01-11,52.25
2017-01-12,53.0099983215332
2017-01-13,52.369998931884766
2017-01-17,52.47999954223633
2017-01-18,51.08000183105469
2017-01-19,51.369998931884766
2017-01-20,52.41999816894531
2017-01-23,52.75
2017-01-24,53.18000030517578
2017-01-25,52.75
2017-01-26,53.779998779296875
2017-01-27,53.16999816894531
2017-01-30,52.630001068115234
2017-01-31,52.810001373291016
2017-02-01,53.880001068115234
2017-02-02,53.540000915527344
2017-02-03,53.83000183105469
2017-02-06,53.0099983215332
2017-02-07,52.16999816894531
2017-02-08,52.34000015258789
2017-02-09,53.0
2017-02-10,53.86000061035156
2017-02-13,52.93000030517578
2017-02-14,53.20000076293945
2017-02-15,53.11000061035156
2017-02-16,53.36000061035156
2017-02-17,53.400001525878906
2017-02-21,54.060001373291016
2017-02-22,53.59000015258789
2017-02-23,54.45000076293945
2017-02-24,53.9900016784668
2017-02-27,54.04999923706055
2017-02-28,54.0099983215332
2017-03-01,53.83000183105469
2017-03-02,52.61000061035156
2017-03-03,53.33000183105469
2017-03-06,53.20000076293945
2017-03-07,53.13999938964844
2017-03-08,50.279998779296875
2017-03-09,49.279998779296875
2017-03-10,48.4900016784668
2017-03-13,48.400001525878906
2017-03-14,47.720001220703125
2017-03-15,48.86000061035156
2017-03-16,48.75
2017-03-17,48.779998779296875
2017-03-20,48.220001220703125
2017-03-21,47.34000015258789
2017-03-22,48.040000915527344
2017-03-23,47.70000076293945
2017-03-24,47.970001220703125
2017-03-27,47.72999954223633
2017-03-28,48.369998931884766
2017-03-29,49.5099983215332
2017-03-30,50.349998474121094
2017-03-31,50.599998474121094
2017-04-03,50.2400016784668
2017-04-04,51.029998779296875
2017-04-05,51.150001525878906
2017-04-06,51.70000076293945
2017-04-07,52.2400016784668
2017-04-10,53.08000183105469
2017-04-11,53.400001525878906
2017-04-12,53.11000061035156
2017-04-13,53.18000030517578
2017-04-17,52.650001525878906
2017-04-18,52.40999984741211
2017-04-19,50.439998626708984
2017-04-20,50.27000045776367
2017-04-21,49.619998931884766
2017-04-24,49.22999954223633
2017-04-25,49.560001373291016
2017-04-26,49.619998931884766
2017-04-27,48.970001220703125
2017-04-28,49.33000183105469
2017-05-01,48.84000015258789
2017-05-02,47.65999984741211
2017-05-03,47.81999969482422
2017-05-04,45.52000045776367
2017-05-05,46.220001220703125
2017-05-08,46.43000030517578
2017-05-09,45.880001068115234
2017-05-10,47.33000183105469
2017-05-11,47.83000183105469
2017-05-12,47.84000015258789
2017-05-15,48.849998474121094
2017-05-16,48.65999984741211
2017-05-17,49.06999969482422
2017-05-18,49.349998474121094
2017-05-19,50.33000183105469
2017-05-22,50.72999954223633
2017-05-23,51.470001220703125
2017-05-24,51.36000061035156
2017-05-25,48.900001525878906
2017-05-26,49.79999923706055
2017-05-30,49.65999984741211
2017-05-31,48.31999969482422
2017-06-01,48.36000061035156
2017-06-02,47.65999984741211
2017-06-05,47.400001525878906
2017-06-06,48.189998626708984
2017-06-07,45.720001220703125
2017-06-08,45.63999938964844
2017-06-09,45.83000183105469
2017-06-12,46.08000183105469
2017-06-13,46.459999084472656
2017-06-14,44.72999954223633
2017-06-15,44.459999084472656
2017-06-16,44.7400016784668
2017-06-19,44.20000076293945
2017-06-20,43.22999954223633
2017-06-21,42.529998779296875
2017-06-22,42.7400016784668
2017-06-23,43.0099983215332
2017-06-26,43.380001068115234
2017-06-27,44.2400016784668
2017-06-28,44.7400016784668
2017-06-29,44.93000030517578
2017-06-30,46.040000915527344
2017-07-05,45.130001068115234
2017-07-06,45.52000045776367
2017-07-07,44.22999954223633
2017-07-10,44.400001525878906
2017-07-11,45.040000915527344
2017-07-12,45.4900016784668
2017-07-13,46.08000183105469
2017-07-14,46.540000915527344
2017-07-17,46.02000045776367
2017-07-18,46.400001525878906
2017-07-19,47.119998931884766
2017-07-20,46.790000915527344
2017-07-21,45.77000045776367
2017-07-24,46.34000015258789
2017-07-25,47.88999938964844
2017-07-26,48.75
2017-07-27,49.040000915527344
2017-07-28,49.709999084472656
2017-07-31,50.16999816894531
2017-08-01,49.15999984741211
2017-08-02,49.59000015258789
2017-08-03,49.029998779296875
2017-08-04,49.58000183105469
2017-08-07,49.38999938964844
2017-08-08,49.16999816894531
2017-08-09,49.560001373291016
2017-08-10,48.59000015258789
2017-08-11,48.81999969482422
2017-08-14,47.59000015258789
2017-08-15,47.54999923706055
2017-08-16,46.779998779296875
2017-08-17,47.09000015258789
2017-08-18,48.5099983215332
2017-08-21,47.369998931884766
2017-08-22,47.63999938964844
2017-08-23,48.40999984741211
