Date,Open,High,Low,Close,Adj Close,Volume
1999-12-31,23.1299991607666,23.1299991607666,23.1299991607666,23.1299991607666,7.008411407470703,0
2000-01-03,23.020000457763672,23.020000457763672,23.020000457763672,23.020000457763672,6.9750800132751465,0
2000-01-04,22.25,22.25,22.25,22.25,6.741770267486572,0
2000-01-05,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,6.75692081451416,0
2000-01-06,22.329999923706055,22.329999923706055,22.329999923706055,22.329999923706055,6.766010284423828,0
2000-01-07,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,6.908418655395508,0
2000-01-10,23.079999923706055,23.079999923706055,23.079999923706055,23.079999923706055,6.993261814117432,0
2000-01-11,23.020000457763672,23.020000457763672,23.020000457763672,23.020000457763672,6.9750800132751465,0
2000-01-12,23.200000762939453,23.200000762939453,23.200000762939453,23.200000762939453,7.02962064743042,0
2000-01-13,23.510000228881836,23.510000228881836,23.510000228881836,23.510000228881836,7.123556137084961,0
2000-01-14,23.889999389648438,23.889999389648438,23.889999389648438,23.889999389648438,7.238693714141846,0
2000-01-18,23.739999771118164,23.739999771118164,23.739999771118164,23.739999771118164,7.193244457244873,0
2000-01-19,23.719999313354492,23.719999313354492,23.719999313354492,23.719999313354492,7.187185287475586,0
2000-01-20,23.59000015258789,23.59000015258789,23.59000015258789,23.59000015258789,7.147794723510742,0
2000-01-21,23.549999237060547,23.549999237060547,23.549999237060547,23.549999237060547,7.135674476623535,0
2000-01-24,23.25,23.25,23.25,23.25,7.044769763946533,0
2000-01-25,23.25,23.25,23.25,23.25,7.044769763946533,0
2000-01-26,23.280000686645508,23.280000686645508,23.280000686645508,23.280000686645508,7.053861618041992,0
2000-01-27,23.280000686645508,23.280000686645508,23.280000686645508,23.280000686645508,7.053861618041992,0
2000-01-28,22.90999984741211,22.90999984741211,22.90999984741211,22.90999984741211,6.941746711730957,0
2000-01-31,23.260000228881836,23.260000228881836,23.260000228881836,23.260000228881836,7.047802448272705,0
2000-02-01,23.479999542236328,23.479999542236328,23.479999542236328,23.479999542236328,7.114459991455078,0
2000-02-02,23.40999984741211,23.40999984741211,23.40999984741211,23.40999984741211,7.0932512283325195,0
2000-02-03,23.739999771118164,23.739999771118164,23.739999771118164,23.739999771118164,7.193244457244873,0
2000-02-04,23.649999618530273,23.649999618530273,23.649999618530273,23.649999618530273,7.165970325469971,0
2000-02-07,23.68000030517578,23.68000030517578,23.68000030517578,23.68000030517578,7.175062656402588,0
2000-02-08,23.829999923706055,23.829999923706055,23.829999923706055,23.829999923706055,7.220513343811035,0
2000-02-09,23.559999465942383,23.559999465942383,23.559999465942383,23.559999465942383,7.138702869415283,0
2000-02-10,23.530000686645508,23.530000686645508,23.530000686645508,23.530000686645508,7.129611968994141,0
2000-02-11,23.260000228881836,23.260000228881836,23.260000228881836,23.260000228881836,7.047802448272705,0
2000-02-14,23.290000915527344,23.290000915527344,23.290000915527344,23.290000915527344,7.056890964508057,0
2000-02-15,23.440000534057617,23.440000534057617,23.440000534057617,23.440000534057617,7.102340221405029,0
2000-02-16,23.239999771118164,23.239999771118164,23.239999771118164,23.239999771118164,7.041741371154785,0
2000-02-17,23.329999923706055,23.329999923706055,23.329999923706055,23.329999923706055,7.069011688232422,0
2000-02-18,22.84000015258789,22.84000015258789,22.84000015258789,22.84000015258789,6.920544624328613,0
2000-02-22,22.93000030517578,22.93000030517578,22.93000030517578,22.93000030517578,6.947814464569092,0
2000-02-23,23.049999237060547,23.049999237060547,23.049999237060547,23.049999237060547,6.9841694831848145,0
2000-02-24,22.969999313354492,22.969999313354492,22.969999313354492,22.969999313354492,6.959931373596191,0
2000-02-25,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,6.923575401306152,0
2000-02-28,23.020000457763672,23.020000457763672,23.020000457763672,23.020000457763672,6.9750800132751465,0
2000-02-29,23.299999237060547,23.299999237060547,23.299999237060547,23.299999237060547,7.059920310974121,0
2000-03-01,23.479999542236328,23.479999542236328,23.479999542236328,23.479999542236328,7.114459991455078,0
2000-03-02,23.3700008392334,23.3700008392334,23.3700008392334,23.3700008392334,7.081131935119629,0
2000-03-03,23.790000915527344,23.790000915527344,23.790000915527344,23.790000915527344,7.2083940505981445,0
2000-03-06,23.579999923706055,23.579999923706055,23.579999923706055,23.579999923706055,7.144759654998779,0
2000-03-07,22.709999084472656,22.709999084472656,22.709999084472656,22.709999084472656,6.8811516761779785,0
2000-03-08,23.0,23.0,23.0,23.0,6.969024181365967,0
2000-03-09,23.530000686645508,23.530000686645508,23.530000686645508,23.530000686645508,7.129611968994141,0
2000-03-10,23.469999313354492,23.469999313354492,23.469999313354492,23.469999313354492,7.111433029174805,0
2000-03-13,23.420000076293945,23.420000076293945,23.420000076293945,23.420000076293945,7.096282482147217,0
2000-03-14,23.18000030517578,23.18000030517578,23.18000030517578,23.18000030517578,7.023563385009766,0
2000-03-15,23.959999084472656,23.959999084472656,23.959999084472656,23.959999084472656,7.259901523590088,0
2000-03-16,25.020000457763672,25.020000457763672,25.020000457763672,25.020000457763672,7.581085681915283,0
2000-03-17,24.979999542236328,24.979999542236328,24.979999542236328,24.979999542236328,7.568964004516602,0
2000-03-20,24.850000381469727,24.850000381469727,24.850000381469727,24.850000381469727,7.529572486877441,0
2000-03-21,25.299999237060547,25.299999237060547,25.299999237060547,25.299999237060547,7.665926933288574,0
2000-03-22,25.3700008392334,25.3700008392334,25.3700008392334,25.3700008392334,7.687135219573975,0
2000-03-23,25.649999618530273,25.649999618530273,25.649999618530273,25.649999618530273,7.771970272064209,0
2000-03-24,25.469999313354492,25.469999313354492,25.469999313354492,25.469999313354492,7.717434883117676,0
2000-03-27,25.389999389648438,25.389999389648438,25.389999389648438,25.389999389648438,7.69319486618042,0
2000-03-28,25.18000030517578,25.18000030517578,25.18000030517578,25.18000030517578,7.629561901092529,0
2000-03-29,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,7.620474815368652,0
2000-03-30,25.0,25.0,25.0,25.0,7.5750226974487305,0
2000-03-31,25.18000030517578,25.18000030517578,25.18000030517578,25.18000030517578,7.648224830627441,0
2000-04-03,25.520000457763672,25.520000457763672,25.520000457763672,25.520000457763672,7.751494884490967,0
2000-04-04,25.43000030517578,25.43000030517578,25.43000030517578,25.43000030517578,7.7241597175598145,0
2000-04-05,25.540000915527344,25.540000915527344,25.540000915527344,25.540000915527344,7.757570743560791,0
2000-04-06,25.649999618530273,25.649999618530273,25.649999618530273,25.649999618530273,7.7909836769104,0
2000-04-07,25.700000762939453,25.700000762939453,25.700000762939453,25.700000762939453,7.8061676025390625,0
2000-04-10,25.6200008392334,25.6200008392334,25.6200008392334,25.6200008392334,7.781870365142822,0
2000-04-11,25.690000534057617,25.690000534057617,25.690000534057617,25.690000534057617,7.8031325340271,0
2000-04-12,25.600000381469727,25.600000381469727,25.600000381469727,25.600000381469727,7.775798797607422,0
2000-04-13,25.3799991607666,25.3799991607666,25.3799991607666,25.3799991607666,7.708975315093994,0
2000-04-14,24.100000381469727,24.100000381469727,24.100000381469727,24.100000381469727,7.320183753967285,0
2000-04-17,24.530000686645508,24.530000686645508,24.530000686645508,24.530000686645508,7.450797080993652,0
2000-04-18,25.09000015258789,25.09000015258789,25.09000015258789,25.09000015258789,7.62088680267334,0
2000-04-19,24.899999618530273,24.899999618530273,24.899999618530273,24.899999618530273,7.563177108764648,0
2000-04-20,25.0,25.0,25.0,25.0,7.593552112579346,0
2000-04-24,25.110000610351562,25.110000610351562,25.110000610351562,25.110000610351562,7.626962184906006,0
2000-04-25,25.809999465942383,25.809999465942383,25.809999465942383,25.809999465942383,7.839587211608887,0
2000-04-26,25.450000762939453,25.450000762939453,25.450000762939453,25.450000762939453,7.730234146118164,0
2000-04-27,25.31999969482422,25.31999969482422,25.31999969482422,25.31999969482422,7.690747261047363,0
2000-04-28,25.190000534057617,25.190000534057617,25.190000534057617,25.190000534057617,7.651260852813721,0
2000-05-01,25.3799991607666,25.3799991607666,25.3799991607666,25.3799991607666,7.708975315093994,0
2000-05-02,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,7.639114856719971,0
2000-05-03,24.709999084472656,24.709999084472656,24.709999084472656,24.709999084472656,7.505465507507324,0
2000-05-04,24.799999237060547,24.799999237060547,24.799999237060547,24.799999237060547,7.532804489135742,0
2000-05-05,25.06999969482422,25.06999969482422,25.06999969482422,25.06999969482422,7.614812850952148,0
2000-05-08,25.06999969482422,25.06999969482422,25.06999969482422,25.06999969482422,7.614812850952148,0
2000-05-09,25.020000457763672,25.020000457763672,25.020000457763672,25.020000457763672,7.599625110626221,0
2000-05-10,24.610000610351562,24.610000610351562,24.610000610351562,24.610000610351562,7.475092887878418,0
2000-05-11,25.049999237060547,25.049999237060547,25.049999237060547,25.049999237060547,7.608738422393799,0
2000-05-12,25.139999389648438,25.139999389648438,25.139999389648438,25.139999389648438,7.63607931137085,0
2000-05-15,25.600000381469727,25.600000381469727,25.600000381469727,25.600000381469727,7.775798797607422,0
2000-05-16,25.809999465942383,25.809999465942383,25.809999465942383,25.809999465942383,7.839587211608887,0
2000-05-17,25.670000076293945,25.670000076293945,25.670000076293945,25.670000076293945,7.797057628631592,0
2000-05-18,25.670000076293945,25.670000076293945,25.670000076293945,25.670000076293945,7.797057628631592,0
2000-05-19,25.299999237060547,25.299999237060547,25.299999237060547,25.299999237060547,7.6846699714660645,0
2000-05-22,25.270000457763672,25.270000457763672,25.270000457763672,25.270000457763672,7.675563812255859,0
2000-05-23,25.049999237060547,25.049999237060547,25.049999237060547,25.049999237060547,7.608738422393799,0
2000-05-24,25.34000015258789,25.34000015258789,25.34000015258789,25.34000015258789,7.696821212768555,0
2000-05-25,25.15999984741211,25.15999984741211,25.15999984741211,25.15999984741211,7.642154216766357,0
2000-05-26,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,7.639114856719971,0
2000-05-30,25.6200008392334,25.6200008392334,25.6200008392334,25.6200008392334,7.781870365142822,0
2000-05-31,25.610000610351562,25.610000610351562,25.610000610351562,25.610000610351562,7.778833389282227,0
2000-06-01,25.920000076293945,25.920000076293945,25.920000076293945,25.920000076293945,7.872995376586914,0
2000-06-02,26.299999237060547,26.299999237060547,26.299999237060547,26.299999237060547,7.988415718078613,0
2000-06-05,26.030000686645508,26.030000686645508,26.030000686645508,26.030000686645508,7.906408309936523,0
2000-06-06,25.760000228881836,25.760000228881836,25.760000228881836,25.760000228881836,7.824394226074219,0
